Response ID,What year were you born?,What is your gender?,Which of the following best describes your industry?,Which of the following best describes your industry? (Detailed),Which of the following best describes your current occupation?,Which of the following best describes your current occupation? (Detailed),How many people are currently employed by your organisation?,Do you manage people as part of your current occupation?,Which of the following best describes your household?,How long have you been in your current job?,Metro / Regional,"Thinking about your current job, how much of your time did you spend remote working last year?","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - My organisation encouraged people to work remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - My organisation was well prepared for me to work remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - It was common for people in my organisation to work remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - It was easy to get permission to work remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - I could easily collaborate with colleagues when working remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - I would recommend remote working to others",How much of your time would you have preferred to work remotely last year?,"Thinking about your current job, how much of your time did you spend remote working in the last 3 months?","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - My organisation encouraged people to work remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - My organisation was well prepared for me to work remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - It was common for people in my organisation to work remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - It was easy to get permission to work remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - I could easily collaborate with colleagues when working remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - I would recommend remote working to others",How much of your time would you have preferred to work remotely in the last 3 months?,"Imagine that COVID-19 is cured or eradicated. Going forward, how much of your time would you prefer to work remotely?",Imagine that COVID-19 is cured or eradicated.  How likely would you consider the following statements? - My employer would encourage more remote working,Imagine that COVID-19 is cured or eradicated.  How likely would you consider the following statements? - My employer would make changes to support remote working,Imagine that COVID-19 is cured or eradicated.  How likely would you consider the following statements? - I would have more choice about whether I work remotely,"This question is about your productivity. Productivity means what you produce for each hour that you work. It includes the amount of work you achieve each hour, and the quality of your work each hour.  
Please compare your productivity when you work remotely to when you work at your employers workplace.  
Roughly how productive are you, each hour, when you work remotely?","On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? - Preparing for work and commuting","On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? - Working","On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? - Personal and family time","On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? - Caring and domestic responsibilities","On a day when you do remote work, how many hours would you spend doing the following activities? - Preparing for work and commuting","On a day when you do remote work, how many hours would you spend doing the following activities? - Working","On a day when you do remote work, how many hours would you spend doing the following activities? - Personal and family time","On a day when you do remote work, how many hours would you spend doing the following activities? - Caring and domestic responsibilities","From the following, please select the most significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities","From the following, please select the least significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities","From the following, please select the most significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; Cyber security ; Lack of motivation ; Lack of motivation","From the following, please select the least significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; Cyber security ; Lack of motivation ; Lack of motivation","From the following, please select the most significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the least significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the most significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the least significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the most significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; Cyber security ; Lack of motivation ; Lack of motivation","From the following, please select the least significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; Cyber security ; Lack of motivation ; Lack of motivation","From the following, please select the most significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the least significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the most significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the least significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the most significant barrier to doing your work remotely - Cyber security ; Lack of motivation ; Lack of motivation ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the least significant barrier to doing your work remotely - Cyber security ; Lack of motivation ; Lack of motivation ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the most significant barrier to doing your work remotely - Cyber security ; Lack of motivation ; Lack of motivation ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the least significant barrier to doing your work remotely - Cyber security ; Lack of motivation ; Lack of motivation ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the most significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working",Compare remote working to working at your employers workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,Compare remote working to working at your employers workplace. Select the worst aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,Compare remote working to working at your employers workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing,Compare remote working to working at your employers workplace. Select the worst aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing,Compare remote working to working at your employers workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employers workplace. Select the worst aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employers workplace. Select the best aspect of remote working for you - The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities ; Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing,Compare remote working to working at your employers workplace. Select the worst aspect of remote working for you - The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities ; Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing,Compare remote working to working at your employers workplace. Select the best aspect of remote working for you - The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employers workplace. Select the worst aspect of remote working for you - The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employers workplace. Select the best aspect of remote working for you - Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employers workplace. Select the worst aspect of remote working for you - Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing ; My daily expenses ; My personal relationships ; My job satisfaction
1339,1981,Feminino,"Transport, Postal and Warehousing",Transport Support Services,Professionals,ICT Professionals,More than 200,Não,Casal sem filhos dependentes,Between 1 and 5 years,Metropolitana,50% - Passei cerca de metade do meu tempo trabalhando remotamente,Concordo em parte,Concordo totalmente,Nem concordo nem discordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Menos de 10% do meu tempo,100% - I spent all of my time remote working,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,100% - Todo o meu tempo,100% - Todo o meu tempo,Nem concordo nem discordo,Nem concordo nem discordo,Nem concordo nem discordo,Im 10% more productive when working remotely,1,8,0,0,0.0,8.0,0.0,0.0,Conectividade (conexão à internet),Sentimento de exclusão e/ou isolamento,Conectividade (conexão à internet),Sentimento de exclusão e/ou isolamento,Conectividade (conexão à internet),Sentimento de exclusão e/ou isolamento,Conectividade (conexão à internet),Sentimento de exclusão e/ou isolamento,Segurança cibernética,Dificuldade em colaborar remotamente,"Equipamento de TI (computador, impressora, etc.)",Dificuldade em colaborar remotamente,"Equipamento de TI (computador, impressora, etc.)",Dificuldade em colaborar remotamente,"Equipamento de TI (computador, impressora, etc.)",Falta de motivação,Segurança cibernética,Falta de motivação,Falta de motivação,Falta de habilidades de trabalho remoto,Meu equilíbrio vida-trabalho,Meus relacionamentos de trabalho,Gestão de meus compromissos pessoais,Meus relacionamentos de trabalho,Minha satisfação no trabalho,Meus relacionamentos de trabalho,Meu equilíbrio vida-trabalho,Minhas oportunidades de aprendizado no trabalho,Meu equilíbrio vida-trabalho,Minhas oportunidades de aprendizado no trabalho,Gestão de meus compromissos pessoais,Minhas oportunidades de socializar
1340,1990,Masculino,Construction,Building Construction,Professionals,"Business, Human Resource and Marketing Professionals",Entre 5 e 19,Sim,Casal com filhos dependentes,Between 6 and 12 months,Metropolitana,40%,Concordo totalmente,Concordo totalmente,Concordo em parte,Concordo em parte,Concordo em parte,Nem concordo nem discordo,40%,30%,Concordo em parte,Concordo totalmente,Concordo totalmente,Concordo em parte,Concordo totalmente,Concordo em parte,30%,30%,Concordo totalmente,Concordo em parte,Concordo totalmente,Im 20% less productive when working remotely,3,7,8,6,3.0,7.0,8.0,6.0,Dificuldade em colaborar remotamente,Sentimento de exclusão e/ou isolamento,Conectividade (conexão à internet),Gestão inadequada,"Meu espaço de trabalho (ex. cadeira adequada, iluminação, níveis de ruído, instalações)",Sentimento de exclusão e/ou isolamento,Gestão inadequada,Sentimento de exclusão e/ou isolamento,"Equipamento de TI (computador, impressora, etc.)",Responsabilidades de cuidado,"Meu espaço de trabalho (ex. cadeira adequada, iluminação, níveis de ruído, instalações)",Responsabilidades de cuidado,"Equipamento de TI (computador, impressora, etc.)",Responsabilidades de cuidado,A gestão desencoraja o trabalho remoto,"Meu espaço de trabalho (ex. cadeira adequada, iluminação, níveis de ruído, instalações)",Segurança cibernética,"Minha situação de vida (ex. localização, tamanho da casa, com quem vivo)","Minha situação de vida (ex. localização, tamanho da casa, com quem vivo)",Tenho tarefas que não podem ser feitas remotamente,Gestão de minhas responsabilidades familiares,Preparação para o trabalho e deslocamento,Gestão de minhas responsabilidades familiares,Preparação para o trabalho e deslocamento,Meus relacionamentos pessoais,Gestão de minhas responsabilidades familiares,Minhas oportunidades de socializar,Minhas oportunidades de aprendizado no trabalho,O número de horas que trabalho,Minhas oportunidades de aprendizado no trabalho,Minha satisfação no trabalho,Meus relacionamentos pessoais
1341,1987,Masculino,Arts and Recreation Services,Heritage Activities,Managers,Specialist Managers,More than 200,Sim,Casal sem filhos dependentes,More than 5 years,Regional,Rarely or never ,,,,,,,60%,40%,Concordo em parte,Discordo em parte,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,70%,80%,Concordo em parte,Concordo em parte,Concordo em parte,Im 30% more productive when working remotely,1,8,1,2,0.2,8.0,3.0,4.0,"Equipamento de TI (computador, impressora, etc.)",Conectividade (conexão à internet),Segurança cibernética,Gestão inadequada,Tenho tarefas que não podem ser feitas remotamente,"Meu espaço de trabalho (ex. cadeira adequada, iluminação, níveis de ruído, instalações)",A gestão desencoraja o trabalho remoto,"Minha situação de vida (ex. localização, tamanho da casa, com quem vivo)",Dificuldade em colaborar remotamente,Responsabilidades de cuidado,Software e sistemas da minha organização,Dificuldade em colaborar remotamente,Falta de habilidades de trabalho remoto,Dificuldade em colaborar remotamente,Dificuldade em colaborar remotamente,Tenho tarefas que não podem ser feitas remotamente,Tenho tarefas que não podem ser feitas remotamente,Falta de motivação,"Minha situação de vida (ex. localização, tamanho da casa, com quem vivo)",Tenho tarefas que não podem ser feitas remotamente,Minhas oportunidades de aprendizado no trabalho,Preparação para o trabalho e deslocamento,Preparação para o trabalho e deslocamento,Meus relacionamentos de trabalho,Minhas despesas diárias,Meus relacionamentos de trabalho,Meu equilíbrio vida-trabalho,Minhas oportunidades de aprendizado no trabalho,Meu equilíbrio vida-trabalho,Minhas oportunidades de aprendizado no trabalho,Minhas despesas diárias,Minhas oportunidades de socializar
1342,1993,Masculino,"Professional, Scientific and Technical Services",Computer System Design and Related Services,Technicians and trades ,"Engineering, ICT and Science Technicians",Entre 5 e 19,Não,Multiple family household,Between 1 and 5 years,Regional,Rarely or never ,,,,,,,I would not have preferred to work remotely ,Menos de 10% do meu tempo,Concordo em parte,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Nem concordo nem discordo,10%,I would prefer not to work remotely ,Concordo em parte,Concordo totalmente,Concordo totalmente,Im 10% less productive when working remotely,0.5,7,0,0,0.0,6.0,1.0,1.0,Conectividade (conexão à internet),Dificuldade em colaborar remotamente,Conectividade (conexão à internet),Falta de motivação,Conectividade (conexão à internet),Software e sistemas da minha organização,Conectividade (conexão à internet),A gestão desencoraja o trabalho remoto,Falta de motivação,Dificuldade em colaborar remotamente,"Meu espaço de trabalho (ex. cadeira adequada, iluminação, níveis de ruído, instalações)","Equipamento de TI (computador, impressora, etc.)",Responsabilidades de cuidado,"Equipamento de TI (computador, impressora, etc.)",Responsabilidades de cuidado,Software e sistemas da minha organização,"Meu espaço de trabalho (ex. cadeira adequada, iluminação, níveis de ruído, instalações)",Segurança cibernética,Segurança cibernética,Tenho tarefas que não podem ser feitas remotamente,O número de horas que trabalho,Preparação para o trabalho e deslocamento,Preparação para o trabalho e deslocamento,Meus relacionamentos de trabalho,Gestão de minhas responsabilidades familiares,Meus relacionamentos de trabalho,Minhas oportunidades de aprendizado no trabalho,Meu equilíbrio vida-trabalho,O número de horas que trabalho,Meu equilíbrio vida-trabalho,Minhas oportunidades de socializar,Meu bem-estar mental
1343,1978,Masculino,Accommodation and Food Services,Accommodation,Managers,"Hospitality, Retail and Service Managers",Entre 20 e 199,Sim,Casal com filhos dependentes,More than 5 years,Regional,20%,Concordo em parte,Concordo totalmente,Concordo totalmente,Concordo em parte,Concordo em parte,Concordo totalmente,30%,30%,Concordo totalmente,Concordo totalmente,Concordo em parte,Concordo totalmente,Concordo em parte,Concordo em parte,30%,30%,Concordo em parte,Concordo totalmente,Concordo em parte,Im 30% more productive when working remotely,1,23,0,0,1.0,23.0,0.0,0.0,"Equipamento de TI (computador, impressora, etc.)",Gestão inadequada,Falta de motivação,Segurança cibernética,Tenho tarefas que não podem ser feitas remotamente,Software e sistemas da minha organização,A gestão desencoraja o trabalho remoto,Sentimento de exclusão e/ou isolamento,"Equipamento de TI (computador, impressora, etc.)",Segurança cibernética,Software e sistemas da minha organização,Dificuldade em colaborar remotamente,"Equipamento de TI (computador, impressora, etc.)",Falta de habilidades de trabalho remoto,A gestão desencoraja o trabalho remoto,Falta de motivação,Segurança cibernética,Falta de motivação,Segurança cibernética,Falta de habilidades de trabalho remoto,Minhas oportunidades de aprendizado no trabalho,O número de horas que trabalho,Meu bem-estar mental,Preparação para o trabalho e deslocamento,Gestão de minhas responsabilidades familiares,Minhas despesas diárias,O número de horas que trabalho,Meu equilíbrio vida-trabalho,O número de horas que trabalho,Meu equilíbrio vida-trabalho,Minha satisfação no trabalho,Meu bem-estar mental
1344,1963,Feminino,Other Services,Personal and Other Services,Clerical and administrative ,General Clerical ,More than 200,Não,One  parent family with dependent children,Between 6 and 12 months,Regional,Menos de 10% do meu tempo,Discordo totalmente,Concordo totalmente,Nem concordo nem discordo,Discordo totalmente,Concordo totalmente,Concordo totalmente,100% - Todo o meu tempo,100% - I spent all of my time remote working,Concordo totalmente,Concordo totalmente,Nem concordo nem discordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,100% - Todo o meu tempo,100% - Todo o meu tempo,Discordo em parte,Discordo em parte,Discordo em parte,Im 50% more productive when working remotely (or more),2,9,10,3,0.0,9.0,10.0,5.0,"Equipamento de TI (computador, impressora, etc.)",Responsabilidades de cuidado,Segurança cibernética,Sentimento de exclusão e/ou isolamento,Software e sistemas da minha organização,Tenho tarefas que não podem ser feitas remotamente,Conectividade (conexão à internet),"Minha situação de vida (ex. localização, tamanho da casa, com quem vivo)",Falta de motivação,Falta de motivação,"Equipamento de TI (computador, impressora, etc.)","Meu espaço de trabalho (ex. cadeira adequada, iluminação, níveis de ruído, instalações)","Equipamento de TI (computador, impressora, etc.)",Responsabilidades de cuidado,Responsabilidades de cuidado,Falta de motivação,Falta de motivação,"Minha situação de vida (ex. localização, tamanho da casa, com quem vivo)",Segurança cibernética,"Minha situação de vida (ex. localização, tamanho da casa, com quem vivo)",Meu equilíbrio vida-trabalho,Meus relacionamentos de trabalho,Gestão de minhas responsabilidades familiares,Meu bem-estar mental,Meus relacionamentos pessoais,Minha satisfação no trabalho,Meu equilíbrio vida-trabalho,Meu bem-estar mental,Meu equilíbrio vida-trabalho,O número de horas que trabalho,Meus relacionamentos pessoais,Meu bem-estar mental
1345,1976,Feminino,"Electricity, Gas, Water and Waste Services","Water Supply, Sewerage and Drainage Services",Professionals,"Business, Human Resource and Marketing Professionals",Entre 20 e 199,Sim,Casal com filhos dependentes,Between 1 and 5 years,Metropolitana,20%,Nem concordo nem discordo,Nem concordo nem discordo,Nem concordo nem discordo,Concordo em parte,Discordo em parte,Nem concordo nem discordo,10%,10%,Discordo em parte,Nem concordo nem discordo,Nem concordo nem discordo,Nem concordo nem discordo,Nem concordo nem discordo,Concordo em parte,Menos de 10% do meu tempo,20%,Nem concordo nem discordo,Nem concordo nem discordo,Nem concordo nem discordo,Im 30% more productive when working remotely,1,1,1,1,1.0,1.0,1.0,1.0,Gestão inadequada,Sentimento de exclusão e/ou isolamento,Gestão inadequada,Sentimento de exclusão e/ou isolamento,Gestão inadequada,Sentimento de exclusão e/ou isolamento,Gestão inadequada,Sentimento de exclusão e/ou isolamento,Responsabilidades de cuidado,Dificuldade em colaborar remotamente,Responsabilidades de cuidado,Dificuldade em colaborar remotamente,Responsabilidades de cuidado,Dificuldade em colaborar remotamente,Responsabilidades de cuidado,Falta de motivação,Falta de motivação,Falta de motivação,Falta de motivação,"Meu espaço de trabalho (ex. cadeira adequada, iluminação, níveis de ruído, instalações)",Preparação para o trabalho e deslocamento,Meus relacionamentos de trabalho,Preparação para o trabalho e deslocamento,Meus relacionamentos de trabalho,Preparação para o trabalho e deslocamento,Meus relacionamentos de trabalho,Minhas oportunidades de aprendizado no trabalho,Meu equilíbrio vida-trabalho,Minhas oportunidades de aprendizado no trabalho,Meu equilíbrio vida-trabalho,Meu bem-estar mental,Minhas oportunidades de socializar
1346,1996,Feminino,Administrative and Support Services,Administrative Services,Clerical and administrative ,Other Clerical and Administrative ,More than 200,Não,Casal com filhos dependentes,Between 1 and 5 years,Metropolitana,Rarely or never ,,,,,,,50% - Cerca de metade do meu tempo,60%,Concordo em parte,Discordo em parte,Concordo totalmente,Concordo em parte,Concordo em parte,Concordo em parte,80%,40%,Discordo em parte,Discordo em parte,Discordo totalmente,Im 10% less productive when working remotely,2,8,4,1,0.25,8.0,4.0,2.0,"Equipamento de TI (computador, impressora, etc.)",Sentimento de exclusão e/ou isolamento,Conectividade (conexão à internet),Falta de motivação,Software e sistemas da minha organização,Sentimento de exclusão e/ou isolamento,Falta de habilidades de trabalho remoto,Sentimento de exclusão e/ou isolamento,"Equipamento de TI (computador, impressora, etc.)",Dificuldade em colaborar remotamente,Software e sistemas da minha organização,"Meu espaço de trabalho (ex. cadeira adequada, iluminação, níveis de ruído, instalações)","Equipamento de TI (computador, impressora, etc.)",Dificuldade em colaborar remotamente,Falta de habilidades de trabalho remoto,Falta de motivação,Falta de motivação,Falta de motivação,Segurança cibernética,"Meu espaço de trabalho (ex. cadeira adequada, iluminação, níveis de ruído, instalações)",Meu equilíbrio vida-trabalho,Meus relacionamentos de trabalho,Gestão de meus compromissos pessoais,Meus relacionamentos de trabalho,Minhas despesas diárias,Meus relacionamentos de trabalho,Meu equilíbrio vida-trabalho,Minhas oportunidades de aprendizado no trabalho,Meu equilíbrio vida-trabalho,Minhas oportunidades de aprendizado no trabalho,Minhas despesas diárias,Minha satisfação no trabalho
1347,1974,Masculino,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services",Managers,Specialist Managers,More than 200,Sim,Casal com filhos dependentes,Between 1 and 5 years,Regional,20%,Concordo em parte,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo em parte,Concordo totalmente,100% - Todo o meu tempo,100% - I spent all of my time remote working,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,100% - Todo o meu tempo,100% - Todo o meu tempo,Concordo em parte,Concordo em parte,Discordo em parte,Im 20% more productive when working remotely,5,7,2,2,0.5,8.0,4.0,2.0,Dificuldade em colaborar remotamente,Gestão inadequada,Conectividade (conexão à internet),Falta de motivação,"Meu espaço de trabalho (ex. cadeira adequada, iluminação, níveis de ruído, instalações)",Sentimento de exclusão e/ou isolamento,Conectividade (conexão à internet),Falta de habilidades de trabalho remoto,Responsabilidades de cuidado,Falta de motivação,Tenho tarefas que não podem ser feitas remotamente,Software e sistemas da minha organização,"Minha situação de vida (ex. localização, tamanho da casa, com quem vivo)",A gestão desencoraja o trabalho remoto,Dificuldade em colaborar remotamente,Tenho tarefas que não podem ser feitas remotamente,"Meu espaço de trabalho (ex. cadeira adequada, iluminação, níveis de ruído, instalações)",Falta de motivação,Falta de motivação,A gestão desencoraja o trabalho remoto,Meus relacionamentos de trabalho,Preparação para o trabalho e deslocamento,Meu bem-estar mental,Gestão de meus compromissos pessoais,Preparação para o trabalho e deslocamento,Meus relacionamentos pessoais,Minhas oportunidades de aprendizado no trabalho,Meu equilíbrio vida-trabalho,Minhas despesas diárias,Minhas oportunidades de aprendizado no trabalho,Minha satisfação no trabalho,Minhas oportunidades de socializar
1348,1969,Masculino,"Electricity, Gas, Water and Waste Services",Electricity Supply,Professionals,"Business, Human Resource and Marketing Professionals",More than 200,Sim,Casal com filhos dependentes,More than 5 years,Metropolitana,40%,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo em parte,Nem concordo nem discordo,40%,60%,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo em parte,Concordo totalmente,40%,40%,Concordo totalmente,Concordo totalmente,Concordo totalmente,Im 40% more productive when working remotely,3.5,8,4,3,1.0,8.0,4.0,5.0,Sentimento de exclusão e/ou isolamento,"Equipamento de TI (computador, impressora, etc.)",Sentimento de exclusão e/ou isolamento,Falta de motivação,Tenho tarefas que não podem ser feitas remotamente,Conectividade (conexão à internet),Sentimento de exclusão e/ou isolamento,A gestão desencoraja o trabalho remoto,Dificuldade em colaborar remotamente,"Equipamento de TI (computador, impressora, etc.)",Dificuldade em colaborar remotamente,Software e sistemas da minha organização,Dificuldade em colaborar remotamente,A gestão desencoraja o trabalho remoto,"Minha situação de vida (ex. localização, tamanho da casa, com quem vivo)",Software e sistemas da minha organização,"Meu espaço de trabalho (ex. cadeira adequada, iluminação, níveis de ruído, instalações)",A gestão desencoraja o trabalho remoto,"Minha situação de vida (ex. localização, tamanho da casa, com quem vivo)",A gestão desencoraja o trabalho remoto,Meu equilíbrio vida-trabalho,Minhas oportunidades de aprendizado no trabalho,Preparação para o trabalho e deslocamento,Meu bem-estar mental,Minha satisfação no trabalho,Meus relacionamentos de trabalho,Meu equilíbrio vida-trabalho,Minhas oportunidades de aprendizado no trabalho,Meu equilíbrio vida-trabalho,Minhas oportunidades de aprendizado no trabalho,Minha satisfação no trabalho,Meu bem-estar mental
1349,1960,Masculino,Financial and Insurance Services,Finance,Professionals,"Business, Human Resource and Marketing Professionals",I am the only employee,Não,Single person,More than 5 years,Metropolitana,100% - I spent all of my time remote working,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo em parte,100% - Todo o meu tempo,100% - I spent all of my time remote working,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo em parte,100% - Todo o meu tempo,100% - Todo o meu tempo,Nem concordo nem discordo,Nem concordo nem discordo,Nem concordo nem discordo,Minha produtividade é aproximadamente a mesma quando trabalho remotamente,0,6,10,8,0.0,6.0,10.0,8.0,Sentimento de exclusão e/ou isolamento,"Equipamento de TI (computador, impressora, etc.)",Sentimento de exclusão e/ou isolamento,Falta de motivação,Sentimento de exclusão e/ou isolamento,"Meu espaço de trabalho (ex. cadeira adequada, iluminação, níveis de ruído, instalações)",Sentimento de exclusão e/ou isolamento,"Minha situação de vida (ex. localização, tamanho da casa, com quem vivo)",Falta de motivação,"Equipamento de TI (computador, impressora, etc.)",Responsabilidades de cuidado,"Meu espaço de trabalho (ex. cadeira adequada, iluminação, níveis de ruído, instalações)",Responsabilidades de cuidado,"Minha situação de vida (ex. localização, tamanho da casa, com quem vivo)",Dificuldade em colaborar remotamente,"Meu espaço de trabalho (ex. cadeira adequada, iluminação, níveis de ruído, instalações)",Falta de motivação,"Minha situação de vida (ex. localização, tamanho da casa, com quem vivo)",Segurança cibernética,"Meu espaço de trabalho (ex. cadeira adequada, iluminação, níveis de ruído, instalações)",Meu equilíbrio vida-trabalho,Meus relacionamentos de trabalho,Gestão de meus compromissos pessoais,Meu bem-estar mental,Preparação para o trabalho e deslocamento,Meus relacionamentos de trabalho,O número de horas que trabalho,Meu bem-estar mental,Meu equilíbrio vida-trabalho,Minha satisfação no trabalho,Gestão de meus compromissos pessoais,Meu bem-estar mental
